Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mozambique,MOZ,Regulatory Quality: Estimate,RQ.EST,-0.453413218259811,-0.473082095384598,-0.465775460004807,-0.417519450187683,-0.435868889093399,-0.56189900636673,-0.74905401468277,-0.770824313163757,-0.796630501747131,-0.780855536460876,-0.772882997989655,-0.796027064323425,-0.726218461990356,-0.708528399467468
Mozambique,MOZ,Rule of Law: Estimate,RL.EST,-0.487646609544754,-0.579845726490021,-0.598753094673157,-0.820203185081482,-0.809284687042236,-0.869379043579102,-1.0751576423645,-1.0070892572403,-1.06761610507965,-1.07297027111053,-1.07670676708221,-1.05518043041229,-1.02469038963318,-1.02632343769073
Rwanda,RWA,Government Effectiveness: Estimate,GE.EST,-0.158439069986343,-0.0210469923913479,-0.101652063429356,-0.02711396291852,-0.0527384430170059,-0.146698489785194,0.0133427688851953,0.178521797060966,0.079555556178093,0.0928625389933586,0.273775279521942,0.22728443145752,0.232074052095413,0.388362646102905
Rwanda,RWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.272093862295151,-0.17711777985096,-0.230615198612213,-0.110951617360115,-0.313469648361206,0.00251837843097746,-0.0665186643600464,0.0782710164785385,0.101752020418644,0.0569922886788845,0.0694564804434776,0.071973480284214,0.082752451300621,0.108091473579407
Rwanda,RWA,Regulatory Quality: Estimate,RQ.EST,-0.239782363176346,-0.181345909833908,-0.126087740063667,-0.0301568936556578,0.185563325881958,0.147564426064491,0.0116269327700138,0.0796869844198227,0.0339737758040428,-0.0101915299892426,-0.000359974801540375,0.0610510520637035,0.16292978823185,0.124717451632023
Rwanda,RWA,Rule of Law: Estimate,RL.EST,-0.33083176612854,-0.304123908281326,-0.250502079725266,-0.146886214613914,0.0701682195067406,0.0389242395758629,0.0965321213006973,0.114127799868584,0.109231017529964,0.0627713277935982,0.0757761225104332,0.17209966480732,0.147747457027435,0.205150455236435
South Africa,ZAF,Government Effectiveness: Estimate,GE.EST,0.191702410578728,0.217559650540352,0.170115306973457,0.30602103471756,0.165043815970421,0.0873290970921516,0.101402580738068,0.0707959234714508,0.103647440671921,0.127971157431602,0.0465345233678818,-0.0701303705573082,-0.109027646481991,-0.256946682929993
South Africa,ZAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0294270031154156,0.0240315701812506,-0.0253867004066706,-0.0462945364415646,-0.146388962864876,-0.220544874668121,-0.149085000157356,-0.284803628921509,-0.237546816468239,-0.2832210958004,-0.252867221832275,-0.750981450080872,-0.681386351585388,-0.665642023086548
South Africa,ZAF,Regulatory Quality: Estimate,RQ.EST,0.445573270320892,0.446406275033951,0.398661673069,0.380482465028763,0.230833724141121,0.208593904972076,0.119783155620098,0.13887757062912,-0.0407781675457954,0.00850539095699787,0.0204948224127293,-0.0907086357474327,-0.185125753283501,-0.223697945475578
South Africa,ZAF,Rule of Law: Estimate,RL.EST,0.0977494567632675,0.129662588238716,0.0844441577792168,0.135300785303116,0.155199274420738,0.0157780386507511,0.0435598641633987,-0.15624788403511,-0.22182808816433,-0.188336730003357,-0.243993982672691,0.0649796947836876,0.0407747849822044,0.0862350836396217
